BRANCHES RELAXS   ACT_NDS  DEPTH    BEST_INT_OBJ         BEST_RELAX_OBJ       REL_GAP(%)  TIME  
71158    74325    70907    12825    -9.2100000000e+02    -1.3096386091e+03    42.20       644.6 
71274    74441    71023    12856    -9.2100000000e+02    -1.3096386091e+03    42.20       644.9 
71390    74557    71139    12887    -9.2100000000e+02    -1.3096386091e+03    42.20       645.3 
71506    74673    71255    12918    -9.2100000000e+02    -1.3096386091e+03    42.20       645.6 
71622    74789    71371    12949    -9.2100000000e+02    -1.3096386091e+03    42.20       646.0 
71738    74905    71487    12980    -9.2100000000e+02    -1.3096386091e+03    42.20       646.4 
71854    75021    71603    13011    -9.2100000000e+02    -1.3096386091e+03    42.20       646.7 
71970    75137    71719    13042    -9.2100000000e+02    -1.3096386091e+03    42.20       647.1 
72086    75253    71835    13073    -9.2100000000e+02    -1.3096386091e+03    42.20       647.4 
72201    75368    71950    13104    -9.2100000000e+02    -1.3096386091e+03    42.20       647.8 
72316    75483    72065    13135    -9.2100000000e+02    -1.3096386091e+03    42.20       648.1 
72432    75599    72181    13166    -9.2100000000e+02    -1.3096386091e+03    42.20       648.5 
72548    75715    72297    13197    -9.2100000000e+02    -1.3096386091e+03    42.20       648.8 
72664    75831    72413    13228    -9.2100000000e+02    -1.3096386091e+03    42.20       649.2 
72780    75947    72529    13259    -9.2100000000e+02    -1.3096386091e+03    42.20       649.5 
72896    76063    72645    13290    -9.2100000000e+02    -1.3096386091e+03    42.20       649.9 
73012    76179    72761    13321    -9.2100000000e+02    -1.3096386091e+03    42.20       650.2 
73128    76295    72877    13352    -9.2100000000e+02    -1.3096386091e+03    42.20       650.6 
73244    76411    72993    13383    -9.2100000000e+02    -1.3096386091e+03    42.20       650.9 
73360    76527    73109    13414    -9.2100000000e+02    -1.3096386091e+03    42.20       651.3 
73476    76643    73225    13445    -9.2100000000e+02    -1.3096386091e+03    42.20       651.6 
73592    76759    73341    13476    -9.2100000000e+02    -1.3096386091e+03    42.20       652.0 
73708    76875    73457    13507    -9.2100000000e+02    -1.3096386091e+03    42.20       652.3 
73824    76991    73573    13538    -9.2100000000e+02    -1.3096386091e+03    42.20       652.7 
73940    77107    73689    13569    -9.2100000000e+02    -1.3096386091e+03    42.20       653.0 
74056    77223    73805    13600    -9.2100000000e+02    -1.3096386091e+03    42.20       653.4 
74172    77339    73921    13631    -9.2100000000e+02    -1.3096386091e+03    42.20       653.7 
74288    77455    74037    13662    -9.2100000000e+02    -1.3096386091e+03    42.20       654.1 
74404    77571    74153    13693    -9.2100000000e+02    -1.3096386091e+03    42.20       654.4 
74520    77687    74269    13724    -9.2100000000e+02    -1.3096386091e+03    42.20       654.8 
74636    77803    74385    13755    -9.2100000000e+02    -1.3096386091e+03    42.20       655.1 
74752    77919    74501    13786    -9.2100000000e+02    -1.3096386091e+03    42.20       655.5 
74868    78035    74617    13817    -9.2100000000e+02    -1.3096386091e+03    42.20       655.8 
74983    78150    74732    13848    -9.2100000000e+02    -1.3096386091e+03    42.20       656.2 
75098    78265    74847    13879    -9.2100000000e+02    -1.3096386091e+03    42.20       656.5 
75213    78380    74962    13910    -9.2100000000e+02    -1.3096386091e+03    42.20       656.9 
75329    78496    75078    13941    -9.2100000000e+02    -1.3096386091e+03    42.20       657.2 
75445    78612    75194    13972    -9.2100000000e+02    -1.3096386091e+03    42.20       657.6 
75561    78728    75310    14003    -9.2100000000e+02    -1.3096386091e+03    42.20       657.9 
75677    78844    75426    14034    -9.2100000000e+02    -1.3096386091e+03    42.20       658.3 
75793    78960    75542    14065    -9.2100000000e+02    -1.3096386091e+03    42.20       658.6 
75909    79076    75658    14096    -9.2100000000e+02    -1.3096386091e+03    42.20       659.1 
76025    79192    75774    14127    -9.2100000000e+02    -1.3096386091e+03    42.20       659.4 
76141    79308    75890    14158    -9.2100000000e+02    -1.3096386091e+03    42.20       659.8 
76257    79424    76006    14189    -9.2100000000e+02    -1.3096386091e+03    42.20       660.2 
76373    79540    76122    14220    -9.2100000000e+02    -1.3096386091e+03    42.20       660.5 
76489    79656    76238    14251    -9.2100000000e+02    -1.3096386091e+03    42.20       660.9 
76605    79772    76354    14282    -9.2100000000e+02    -1.3096386091e+03    42.20       661.3 
76721    79888    76470    14313    -9.2100000000e+02    -1.3096386091e+03    42.20       661.6 
76837    80004    76586    14344    -9.2100000000e+02    -1.3096386091e+03    42.20       662.0 
76953    80120    76702    14375    -9.2100000000e+02    -1.3096386091e+03    42.20       662.3 
77069    80236    76818    14406    -9.2100000000e+02    -1.3096386091e+03    42.20       662.7 
77185    80352    76934    14437    -9.2100000000e+02    -1.3096386091e+03    42.20       663.0 
77301    80468    77050    14468    -9.2100000000e+02    -1.3096386091e+03    42.20       663.4 
77417    80584    77166    14499    -9.2100000000e+02    -1.3096386091e+03    42.20       663.7 
77533    80700    77282    14530    -9.2100000000e+02    -1.3096386091e+03    42.20       664.1 
77649    80816    77398    14561    -9.2100000000e+02    -1.3096386091e+03    42.20       664.5 
77764    80931    77513    14592    -9.2100000000e+02    -1.3096386091e+03    42.20       664.8 
77879    81046    77628    14623    -9.2100000000e+02    -1.3096386091e+03    42.20       665.1 
77994    81161    77743    14654    -9.2100000000e+02    -1.3096386091e+03    42.20       665.5 
78109    81276    77858    14685    -9.2100000000e+02    -1.3096386091e+03    42.20       665.8 
78224    81391    77973    14716    -9.2100000000e+02    -1.3096386091e+03    42.20       666.2 
78340    81507    78089    14747    -9.2100000000e+02    -1.3096386091e+03    42.20       666.5 
78456    81623    78205    14778    -9.2100000000e+02    -1.3096386091e+03    42.20       666.9 
78572    81739    78321    14809    -9.2100000000e+02    -1.3096386091e+03    42.20       667.2 
78688    81855    78437    14840    -9.2100000000e+02    -1.3096386091e+03    42.20       667.6 
78804    81971    78553    14871    -9.2100000000e+02    -1.3096386091e+03    42.20       667.9 
78920    82087    78669    14902    -9.2100000000e+02    -1.3096386091e+03    42.20       668.3 
79036    82203    78785    14933    -9.2100000000e+02    -1.3096386091e+03    42.20       668.6 
79152    82319    78901    14964    -9.2100000000e+02    -1.3096386091e+03    42.20       669.0 
79268    82435    79017    14995    -9.2100000000e+02    -1.3096386091e+03    42.20       669.4 
79384    82551    79133    15026    -9.2100000000e+02    -1.3096386091e+03    42.20       669.7 
79500    82667    79249    15057    -9.2100000000e+02    -1.3096386091e+03    42.20       670.1 
79616    82783    79365    15088    -9.2100000000e+02    -1.3096386091e+03    42.20       670.5 
79732    82899    79481    15119    -9.2100000000e+02    -1.3096386091e+03    42.20       670.8 
79848    83015    79597    15150    -9.2100000000e+02    -1.3096386091e+03    42.20       671.2 
79964    83131    79713    15181    -9.2100000000e+02    -1.3096386091e+03    42.20       671.6 
80080    83247    79829    15212    -9.2100000000e+02    -1.3096386091e+03    42.20       671.9 
80196    83363    79945    15243    -9.2100000000e+02    -1.3096386091e+03    42.20       672.3 
80312    83479    80061    15274    -9.2100000000e+02    -1.3096386091e+03    42.20       672.6 
80428    83595    80177    15305    -9.2100000000e+02    -1.3096386091e+03    42.20       673.0 
80544    83711    80293    15336    -9.2100000000e+02    -1.3096386091e+03    42.20       673.4 
80660    83827    80409    15367    -9.2100000000e+02    -1.3096386091e+03    42.20       673.9 
80776    83943    80525    15398    -9.2100000000e+02    -1.3096386091e+03    42.20       674.4 
80891    84058    80640    15429    -9.2100000000e+02    -1.3096386091e+03    42.20       674.7 
81006    84173    80755    15460    -9.2100000000e+02    -1.3096386091e+03    42.20       675.1 
81121    84288    80870    15491    -9.2100000000e+02    -1.3096386091e+03    42.20       675.4 
81236    84403    80985    15522    -9.2100000000e+02    -1.3096386091e+03    42.20       675.8 
81351    84518    81100    15553    -9.2100000000e+02    -1.3096386091e+03    42.20       676.1 
81467    84634    81216    15584    -9.2100000000e+02    -1.3096386091e+03    42.20       676.5 
81583    84750    81332    15615    -9.2100000000e+02    -1.3096386091e+03    42.20       676.8 
81699    84866    81448    15646    -9.2100000000e+02    -1.3096386091e+03    42.20       677.2 
81815    84982    81564    15677    -9.2100000000e+02    -1.3096386091e+03    42.20       677.5 
81931    85098    81680    15708    -9.2100000000e+02    -1.3096386091e+03    42.20       677.9 
82047    85214    81796    15739    -9.2100000000e+02    -1.3096386091e+03    42.20       678.2 
82163    85330    81912    15770    -9.2100000000e+02    -1.3096386091e+03    42.20       678.6 
82279    85446    82028    15801    -9.2100000000e+02    -1.3096386091e+03    42.20       679.0 
82395    85562    82144    15832    -9.2100000000e+02    -1.3096386091e+03    42.20       679.3 
82511    85678    82260    15863    -9.2100000000e+02    -1.3096386091e+03    42.20       679.7 
82627    85794    82376    15894    -9.2100000000e+02    -1.3096386091e+03    42.20       680.0 
82743    85910    82492    15925    -9.2100000000e+02    -1.3096386091e+03    42.20       680.4 
82859    86026    82608    15956    -9.2100000000e+02    -1.3096386091e+03    42.20       680.8 
82975    86142    82724    15987    -9.2100000000e+02    -1.3096386091e+03    42.20       681.2 
83091    86258    82840    16018    -9.2100000000e+02    -1.3096386091e+03    42.20       681.5 
83207    86374    82956    16049    -9.2100000000e+02    -1.3096386091e+03    42.20       681.9 
83323    86490    83072    16080    -9.2100000000e+02    -1.3096386091e+03    42.20       682.2 
83439    86606    83188    16111    -9.2100000000e+02    -1.3096386091e+03    42.20       682.6 
83555    86722    83304    16142    -9.2100000000e+02    -1.3096386091e+03    42.20       682.9 
83671    86838    83420    16173    -9.2100000000e+02    -1.3096386091e+03    42.20       683.3 
83787    86954    83536    16204    -9.2100000000e+02    -1.3096386091e+03    42.20       683.6 
83902    87069    83651    16235    -9.2100000000e+02    -1.3096386091e+03    42.20       684.0 
84017    87184    83766    16266    -9.2100000000e+02    -1.3096386091e+03    42.20       684.3 
84132    87299    83881    16297    -9.2100000000e+02    -1.3096386091e+03    42.20       684.7 
84247    87414    83996    16328    -9.2100000000e+02    -1.3096386091e+03    42.20       685.0 
84362    87529    84111    16359    -9.2100000000e+02    -1.3096386091e+03    42.20       685.4 
84477    87644    84226    16390    -9.2100000000e+02    -1.3096386091e+03    42.20       685.7 
84592    87759    84341    16421    -9.2100000000e+02    -1.3096386091e+03    42.20       686.1 
84708    87875    84457    16452    -9.2100000000e+02    -1.3096386091e+03    42.20       686.4 
84824    87991    84573    16483    -9.2100000000e+02    -1.3096386091e+03    42.20       686.8 
84940    88107    84689    16514    -9.2100000000e+02    -1.3096386091e+03    42.20       687.1 
85056    88223    84805    16545    -9.2100000000e+02    -1.3096386091e+03    42.20       687.5 
85172    88339    84921    16576    -9.2100000000e+02    -1.3096386091e+03    42.20       687.9 
85288    88455    85037    16607    -9.2100000000e+02    -1.3096386091e+03    42.20       688.2 
85404    88571    85153    16638    -9.2100000000e+02    -1.3096386091e+03    42.20       688.6 
85520    88687    85269    16669    -9.2100000000e+02    -1.3096386091e+03    42.20       688.9 
85636    88803    85385    16700    -9.2100000000e+02    -1.3096386091e+03    42.20       689.3 
85752    88919    85501    16731    -9.2100000000e+02    -1.3096386091e+03    42.20       689.6 
85868    89035    85617    16762    -9.2100000000e+02    -1.3096386091e+03    42.20       690.0 
85984    89151    85733    16793    -9.2100000000e+02    -1.3096386091e+03    42.20       690.3 
86100    89267    85849    16824    -9.2100000000e+02    -1.3096386091e+03    42.20       690.7 
86216    89383    85965    16855    -9.2100000000e+02    -1.3096386091e+03    42.20       691.0 
86332    89499    86081    16886    -9.2100000000e+02    -1.3096386091e+03    42.20       691.4 
86448    89615    86197    16917    -9.2100000000e+02    -1.3096386091e+03    42.20       691.7 
86564    89731    86313    16948    -9.2100000000e+02    -1.3096386091e+03    42.20       692.1 
86680    89847    86429    16979    -9.2100000000e+02    -1.3096386091e+03    42.20       692.4 
86796    89963    86545    17010    -9.2100000000e+02    -1.3096386091e+03    42.20       692.8 
86912    90079    86661    17041    -9.2100000000e+02    -1.3096386091e+03    42.20       693.1 
87028    90195    86777    17072    -9.2100000000e+02    -1.3096386091e+03    42.20       693.5 
87143    90310    86892    17103    -9.2100000000e+02    -1.3096386091e+03    42.20       693.8 
87258    90425    87007    17134    -9.2100000000e+02    -1.3096386091e+03    42.20       694.1 
87373    90540    87122    17165    -9.2100000000e+02    -1.3096386091e+03    42.20       694.5 
87488    90655    87237    17196    -9.2100000000e+02    -1.3096386091e+03    42.20       694.8 
87603    90770    87352    17227    -9.2100000000e+02    -1.3096386091e+03    42.20       695.2 
87718    90885    87467    17258    -9.2100000000e+02    -1.3096386091e+03    42.20       695.5 
87833    91000    87582    17289    -9.2100000000e+02    -1.3096386091e+03    42.20       695.9 
87949    91116    87698    17320    -9.2100000000e+02    -1.3096386091e+03    42.20       696.2 
88065    91232    87814    17351    -9.2100000000e+02    -1.3096386091e+03    42.20       696.6 
88181    91348    87930    17382    -9.2100000000e+02    -1.3096386091e+03    42.20       696.9 
88297    91464    88046    17413    -9.2100000000e+02    -1.3096386091e+03    42.20       697.3 
88413    91580    88162    17444    -9.2100000000e+02    -1.3096386091e+03    42.20       697.6 
88529    91696    88278    17475    -9.2100000000e+02    -1.3096386091e+03    42.20       697.9 
88645    91812    88394    17506    -9.2100000000e+02    -1.3096386091e+03    42.20       698.3 
88761    91928    88510    17537    -9.2100000000e+02    -1.3096386091e+03    42.20       698.6 
88877    92044    88626    17568    -9.2100000000e+02    -1.3096386091e+03    42.20       699.0 
88993    92160    88742    17599    -9.2100000000e+02    -1.3096386091e+03    42.20       699.3 
89109    92276    88858    17630    -9.2100000000e+02    -1.3096386091e+03    42.20       699.7 
89225    92392    88974    17661    -9.2100000000e+02    -1.3096386091e+03    42.20       700.0 
89341    92508    89090    17692    -9.2100000000e+02    -1.3096386091e+03    42.20       700.4 
89457    92624    89206    17723    -9.2100000000e+02    -1.3096386091e+03    42.20       700.7 
89573    92740    89322    17754    -9.2100000000e+02    -1.3096386091e+03    42.20       701.1 
89689    92856    89438    17785    -9.2100000000e+02    -1.3096386091e+03    42.20       701.4 
89805    92972    89554    17816    -9.2100000000e+02    -1.3096386091e+03    42.20       701.8 
89921    93088    89670    17847    -9.2100000000e+02    -1.3096386091e+03    42.20       702.1 
90037    93204    89786    17878    -9.2100000000e+02    -1.3096386091e+03    42.20       702.5 
90153    93320    89902    17909    -9.2100000000e+02    -1.3096386091e+03    42.20       702.9 
90269    93436    90018    17940    -9.2100000000e+02    -1.3096386091e+03    42.20       703.2 
90385    93552    90134    17971    -9.2100000000e+02    -1.3096386091e+03    42.20       703.6 
90500    93667    90249    18002    -9.2100000000e+02    -1.3096386091e+03    42.20       703.9 
90615    93782    90364    18033    -9.2100000000e+02    -1.3096386091e+03    42.20       704.2 
90730    93897    90479    18064    -9.2100000000e+02    -1.3096386091e+03    42.20       704.6 
90845    94012    90594    18095    -9.2100000000e+02    -1.3096386091e+03    42.20       704.9 
90960    94127    90709    18126    -9.2100000000e+02    -1.3096386091e+03    42.20       705.3 
91075    94242    90824    18157    -9.2100000000e+02    -1.3096386091e+03    42.20       705.6 
91190    94357    90939    18188    -9.2100000000e+02    -1.3096386091e+03    42.20       705.9 
91305    94472    91054    18219    -9.2100000000e+02    -1.3096386091e+03    42.20       706.3 
91421    94588    91170    18250    -9.2100000000e+02    -1.3096386091e+03    42.20       706.6 
91537    94704    91286    18281    -9.2100000000e+02    -1.3096386091e+03    42.20       707.0 
91653    94820    91402    18312    -9.2100000000e+02    -1.3096386091e+03    42.20       707.3 
91769    94936    91518    18343    -9.2100000000e+02    -1.3096386091e+03    42.20       707.7 
91885    95052    91634    18374    -9.2100000000e+02    -1.3096386091e+03    42.20       708.0 
92001    95168    91750    18405    -9.2100000000e+02    -1.3096386091e+03    42.20       708.4 
92117    95284    91866    18436    -9.2100000000e+02    -1.3096386091e+03    42.20       708.7 
92233    95400    91982    18467    -9.2100000000e+02    -1.3096386091e+03    42.20       709.1 
92349    95516    92098    18498    -9.2100000000e+02    -1.3096386091e+03    42.20       709.4 
92465    95632    92214    18529    -9.2100000000e+02    -1.3096386091e+03    42.20       709.8 
92581    95748    92330    18560    -9.2100000000e+02    -1.3096386091e+03    42.20       710.1 
92697    95864    92446    18591    -9.2100000000e+02    -1.3096386091e+03    42.20       710.5 
92813    95980    92562    18622    -9.2100000000e+02    -1.3096386091e+03    42.20       710.8 
92929    96096    92678    18653    -9.2100000000e+02    -1.3096386091e+03    42.20       711.2 
93045    96212    92794    18684    -9.2100000000e+02    -1.3096386091e+03    42.20       711.5 
93161    96328    92910    18715    -9.2100000000e+02    -1.3096386091e+03    42.20       711.9 
93277    96444    93026    18746    -9.2100000000e+02    -1.3096386091e+03    42.20       712.2 
93393    96560    93142    18777    -9.2100000000e+02    -1.3096386091e+03    42.20       712.6 
93509    96676    93258    18808    -9.2100000000e+02    -1.3096386091e+03    42.20       712.9 
93624    96791    93373    18839    -9.2100000000e+02    -1.3096386091e+03    42.20       713.3 
93739    96906    93488    18870    -9.2100000000e+02    -1.3096386091e+03    42.20       713.6 
93854    97021    93603    18901    -9.2100000000e+02    -1.3096386091e+03    42.20       713.9 
93969    97136    93718    18932    -9.2100000000e+02    -1.3096386091e+03    42.20       714.3 
94084    97251    93833    18963    -9.2100000000e+02    -1.3096386091e+03    42.20       714.6 
94199    97366    93948    18994    -9.2100000000e+02    -1.3096386091e+03    42.20       715.0 
94314    97481    94063    19025    -9.2100000000e+02    -1.3096386091e+03    42.20       715.3 
94429    97596    94178    19056    -9.2100000000e+02    -1.3096386091e+03    42.20       715.6 
94544    97711    94293    19087    -9.2100000000e+02    -1.3096386091e+03    42.20       716.0 
94659    97826    94408    19118    -9.2100000000e+02    -1.3096386091e+03    42.20       716.3 
94775    97942    94524    19149    -9.2100000000e+02    -1.3096386091e+03    42.20       716.7 
94891    98058    94640    19180    -9.2100000000e+02    -1.3096386091e+03    42.20       717.0 
95007    98174    94756    19211    -9.2100000000e+02    -1.3096386091e+03    42.20       717.4 
95123    98290    94872    19242    -9.2100000000e+02    -1.3096386091e+03    42.20       717.7 
95239    98406    94988    19273    -9.2100000000e+02    -1.3096386091e+03    42.20       718.1 
95355    98522    95104    19304    -9.2100000000e+02    -1.3096386091e+03    42.20       718.4 
95471    98638    95220    19335    -9.2100000000e+02    -1.3096386091e+03    42.20       718.8 
95587    98754    95336    19366    -9.2100000000e+02    -1.3096386091e+03    42.20       719.1 
95703    98870    95452    19397    -9.2100000000e+02    -1.3096386091e+03    42.20       719.5 
95819    98986    95568    19428    -9.2100000000e+02    -1.3096386091e+03    42.20       719.8 
95935    99102    95684    19459    -9.2100000000e+02    -1.3096386091e+03    42.20       720.1 
96051    99218    95800    19490    -9.2100000000e+02    -1.3096386091e+03    42.20       720.5 
96167    99334    95916    19521    -9.2100000000e+02    -1.3096386091e+03    42.20       720.8 
96283    99450    96032    19552    -9.2100000000e+02    -1.3096386091e+03    42.20       721.2 
96399    99566    96148    19583    -9.2100000000e+02    -1.3096386091e+03    42.20       721.6 
96515    99682    96264    19614    -9.2100000000e+02    -1.3096386091e+03    42.20       721.9 
96631    99798    96380    19645    -9.2100000000e+02    -1.3096386091e+03    42.20       722.3 
96747    99914    96496    19676    -9.2100000000e+02    -1.3096386091e+03    42.20       722.6 
96863    100030   96612    19707    -9.2100000000e+02    -1.3096386091e+03    42.20       723.0 
96979    100146   96728    19738    -9.2100000000e+02    -1.3096386091e+03    42.20       723.3 
97094    100261   96843    19769    -9.2100000000e+02    -1.3096386091e+03    42.20       723.7 
97209    100376   96958    19800    -9.2100000000e+02    -1.3096386091e+03    42.20       724.0 
97324    100491   97073    19831    -9.2100000000e+02    -1.3096386091e+03    42.20       724.4 
97439    100606   97188    19862    -9.2100000000e+02    -1.3096386091e+03    42.20       724.7 
97554    100721   97303    19893    -9.2100000000e+02    -1.3096386091e+03    42.20       725.1 
97669    100836   97418    19924    -9.2100000000e+02    -1.3096386091e+03    42.20       725.4 
97784    100951   97533    19955    -9.2100000000e+02    -1.3096386091e+03    42.20       725.7 
97899    101066   97648    19986    -9.2100000000e+02    -1.3096386091e+03    42.20       726.1 
98014    101181   97763    20017    -9.2100000000e+02    -1.3096386091e+03    42.20       726.4 
98129    101296   97878    20048    -9.2100000000e+02    -1.3096386091e+03    42.20       726.8 
98245    101412   97994    20079    -9.2100000000e+02    -1.3096386091e+03    42.20       727.1 
98361    101528   98110    20110    -9.2100000000e+02    -1.3096386091e+03    42.20       727.5 
98477    101644   98226    20141    -9.2100000000e+02    -1.3096386091e+03    42.20       727.8 
98593    101760   98342    20172    -9.2100000000e+02    -1.3096386091e+03    42.20       728.2 
98709    101876   98458    20203    -9.2100000000e+02    -1.3096386091e+03    42.20       728.5 
98825    101992   98574    20234    -9.2100000000e+02    -1.3096386091e+03    42.20       728.9 
98941    102108   98690    20265    -9.2100000000e+02    -1.3096386091e+03    42.20       729.2 
99057    102224   98806    20296    -9.2100000000e+02    -1.3096386091e+03    42.20       729.6 
99173    102340   98922    20327    -9.2100000000e+02    -1.3096386091e+03    42.20       729.9 
99289    102456   99038    20358    -9.2100000000e+02    -1.3096386091e+03    42.20       730.3 
99405    102572   99154    20389    -9.2100000000e+02    -1.3096386091e+03    42.20       730.6 
99521    102688   99270    20420    -9.2100000000e+02    -1.3096386091e+03    42.20       731.0 
99637    102804   99386    20451    -9.2100000000e+02    -1.3096386091e+03    42.20       731.3 
99753    102920   99502    20482    -9.2100000000e+02    -1.3096386091e+03    42.20       731.7 
99869    103036   99618    20513    -9.2100000000e+02    -1.3096386091e+03    42.20       732.0 
99985    103152   99734    20544    -9.2100000000e+02    -1.3096386091e+03    42.20       732.4 
100101   103268   99850    20575    -9.2100000000e+02    -1.3096386091e+03    42.20       732.7 
100217   103384   99966    20606    -9.2100000000e+02    -1.3096386091e+03    42.20       733.1 
100333   103500   100082   20637    -9.2100000000e+02    -1.3096386091e+03    42.20       733.4 
100449   103616   100198   20668    -9.2100000000e+02    -1.3096386091e+03    42.20       733.8 
100565   103732   100314   20699    -9.2100000000e+02    -1.3096386091e+03    42.20       734.1 
100680   103847   100429   20730    -9.2100000000e+02    -1.3096386091e+03    42.20       734.5 
100795   103962   100544   20761    -9.2100000000e+02    -1.3096386091e+03    42.20       734.8 
100910   104077   100659   20792    -9.2100000000e+02    -1.3096386091e+03    42.20       735.1 
101025   104192   100774   20823    -9.2100000000e+02    -1.3096386091e+03    42.20       735.5 
101140   104307   100889   20854    -9.2100000000e+02    -1.3096386091e+03    42.20       735.8 
101255   104422   101004   20885    -9.2100000000e+02    -1.3096386091e+03    42.20       736.2 
101370   104537   101119   20916    -9.2100000000e+02    -1.3096386091e+03    42.20       736.5 
101485   104652   101234   20947    -9.2100000000e+02    -1.3096386091e+03    42.20       736.9 
101600   104767   101349   20978    -9.2100000000e+02    -1.3096386091e+03    42.20       737.2 
101715   104882   101464   21009    -9.2100000000e+02    -1.3096386091e+03    42.20       737.6 
101830   104997   101579   21040    -9.2100000000e+02    -1.3096386091e+03    42.20       737.9 
101945   105112   101694   21071    -9.2100000000e+02    -1.3096386091e+03    42.20       738.3 
102061   105228   101810   21102    -9.2100000000e+02    -1.3096386091e+03    42.20       738.6 
102177   105344   101926   21133    -9.2100000000e+02    -1.3096386091e+03    42.20       739.0 
102293   105460   102042   21164    -9.2100000000e+02    -1.3096386091e+03    42.20       739.3 
102409   105576   102158   21195    -9.2100000000e+02    -1.3096386091e+03    42.20       739.7 
102525   105692   102274   21226    -9.2100000000e+02    -1.3096386091e+03    42.20       740.0 
102641   105808   102390   21257    -9.2100000000e+02    -1.3096386091e+03    42.20       740.4 
102757   105924   102506   21288    -9.2100000000e+02    -1.3096386091e+03    42.20       740.7 
102873   106040   102622   21319    -9.2100000000e+02    -1.3096386091e+03    42.20       741.1 
102989   106156   102738   21350    -9.2100000000e+02    -1.3096386091e+03    42.20       741.4 
103105   106272   102854   21381    -9.2100000000e+02    -1.3096386091e+03    42.20       741.8 
103221   106388   102970   21412    -9.2100000000e+02    -1.3096386091e+03    42.20       742.1 
103337   106504   103086   21443    -9.2100000000e+02    -1.3096386091e+03    42.20       742.5 
103453   106620   103202   21474    -9.2100000000e+02    -1.3096386091e+03    42.20       742.8 
103569   106736   103318   21505    -9.2100000000e+02    -1.3096386091e+03    42.20       743.1 
103685   106852   103434   21536    -9.2100000000e+02    -1.3096386091e+03    42.20       743.5 
103801   106968   103550   21567    -9.2100000000e+02    -1.3096386091e+03    42.20       743.8 
103917   107084   103666   21598    -9.2100000000e+02    -1.3096386091e+03    42.20       744.2 
104033   107200   103782   21629    -9.2100000000e+02    -1.3096386091e+03    42.20       744.5 
104149   107316   103898   21660    -9.2100000000e+02    -1.3096386091e+03    42.20       744.9 
104265   107432   104014   21691    -9.2100000000e+02    -1.3096386091e+03    42.20       745.2 
104380   107547   104129   21722    -9.2100000000e+02    -1.3096386091e+03    42.20       745.6 
104495   107662   104244   21753    -9.2100000000e+02    -1.3096386091e+03    42.20       745.9 
104610   107777   104359   21784    -9.2100000000e+02    -1.3096386091e+03    42.20       746.3 
104725   107892   104474   21815    -9.2100000000e+02    -1.3096386091e+03    42.20       746.6 
104840   108007   104589   21846    -9.2100000000e+02    -1.3096386091e+03    42.20       747.0 
104955   108122   104704   21877    -9.2100000000e+02    -1.3096386091e+03    42.20       747.3 
105070   108237   104819   21908    -9.2100000000e+02    -1.3096386091e+03    42.20       747.6 
105185   108352   104934   21939    -9.2100000000e+02    -1.3096386091e+03    42.20       748.0 
105300   108467   105049   21970    -9.2100000000e+02    -1.3096386091e+03    42.20       748.3 
105415   108582   105164   22001    -9.2100000000e+02    -1.3096386091e+03    42.20       748.7 
105530   108697   105279   22032    -9.2100000000e+02    -1.3096386091e+03    42.20       749.0 
105645   108812   105394   22063    -9.2100000000e+02    -1.3096386091e+03    42.20       749.3 
105760   108927   105509   22094    -9.2100000000e+02    -1.3096386091e+03    42.20       749.7 
105875   109042   105624   22125    -9.2100000000e+02    -1.3096386091e+03    42.20       750.0 
105991   109158   105740   22156    -9.2100000000e+02    -1.3096386091e+03    42.20       750.4 
106107   109274   105856   22187    -9.2100000000e+02    -1.3096386091e+03    42.20       750.7 
106223   109390   105972   22218    -9.2100000000e+02    -1.3096386091e+03    42.20       751.1 
106339   109506   106088   22249    -9.2100000000e+02    -1.3096386091e+03    42.20       751.4 
106455   109622   106204   22280    -9.2100000000e+02    -1.3096386091e+03    42.20       751.8 
106571   109738   106320   22311    -9.2100000000e+02    -1.3096386091e+03    42.20       752.1 
106687   109854   106436   22342    -9.2100000000e+02    -1.3096386091e+03    42.20       752.5 
106803   109970   106552   22373    -9.2100000000e+02    -1.3096386091e+03    42.20       752.8 
106919   110086   106668   22404    -9.2100000000e+02    -1.3096386091e+03    42.20       753.2 
107035   110202   106784   22435    -9.2100000000e+02    -1.3096386091e+03    42.20       753.5 
107151   110318   106900   22466    -9.2100000000e+02    -1.3096386091e+03    42.20       753.9 
107267   110434   107016   22497    -9.2100000000e+02    -1.3096386091e+03    42.20       754.2 
107383   110550   107132   22528    -9.2100000000e+02    -1.3096386091e+03    42.20       754.6 
107499   110666   107248   22559    -9.2100000000e+02    -1.3096386091e+03    42.20       754.9 
107615   110782   107364   22590    -9.2100000000e+02    -1.3096386091e+03    42.20       755.3 
107731   110898   107480   22621    -9.2100000000e+02    -1.3096386091e+03    42.20       755.6 
107847   111014   107596   22652    -9.2100000000e+02    -1.3096386091e+03    42.20       756.0 
107963   111130   107712   22683    -9.2100000000e+02    -1.3096386091e+03    42.20       756.3 
108078   111245   107827   22714    -9.2100000000e+02    -1.3096386091e+03    42.20       756.7 
108193   111360   107942   22745    -9.2100000000e+02    -1.3096386091e+03    42.20       757.0 
108308   111475   108057   22776    -9.2100000000e+02    -1.3096386091e+03    42.20       757.4 
108423   111590   108172   22807    -9.2100000000e+02    -1.3096386091e+03    42.20       757.7 
108538   111705   108287   22838    -9.2100000000e+02    -1.3096386091e+03    42.20       758.1 
