BRANCHES RELAXS   ACT_NDS  DEPTH    BEST_INT_OBJ         BEST_RELAX_OBJ       REL_GAP(%)  TIME  
1912648  1582987  701341   140      -1.0200000000e+03    -1.0816576567e+03    6.04        1592.1
1912835  1583135  701400   60       -1.0200000000e+03    -1.0816576567e+03    6.04        1592.2
1913025  1583284  701466   114      -1.0200000000e+03    -1.0816576567e+03    6.04        1592.4
1913212  1583431  701535   187      -1.0200000000e+03    -1.0816576567e+03    6.04        1592.6
1913409  1583579  701592   137      -1.0200000000e+03    -1.0816576567e+03    6.04        1592.8
1913612  1583728  701653   122      -1.0200000000e+03    -1.0816576567e+03    6.04        1592.9
1913804  1583878  701723   113      -1.0200000000e+03    -1.0816576567e+03    6.04        1593.1
1913993  1584028  701790   136      -1.0200000000e+03    -1.0816555420e+03    6.04        1593.3
1914185  1584177  701846   112      -1.0200000000e+03    -1.0816504525e+03    6.04        1593.4
1914374  1584329  701907   141      -1.0200000000e+03    -1.0816478192e+03    6.04        1593.6
1914558  1584476  701973   129      -1.0200000000e+03    -1.0816471282e+03    6.04        1593.7
1914723  1584623  702046   122      -1.0200000000e+03    -1.0816445094e+03    6.04        1593.9
1914912  1584772  702107   136      -1.0200000000e+03    -1.0816427880e+03    6.04        1594.1
1915078  1584915  702177   71       -1.0200000000e+03    -1.0816406250e+03    6.04        1594.2
1915267  1585067  702244   198      -1.0200000000e+03    -1.0816388105e+03    6.04        1594.4
1915470  1585221  702297   153      -1.0200000000e+03    -1.0816388105e+03    6.04        1594.6
1915656  1585368  702357   172      -1.0200000000e+03    -1.0816351082e+03    6.04        1594.7
1915828  1585512  702415   42       -1.0200000000e+03    -1.0816306329e+03    6.04        1594.9
1916001  1585658  702480   124      -1.0200000000e+03    -1.0816295927e+03    6.04        1595.1
1916194  1585809  702513   120      -1.0200000000e+03    -1.0816259873e+03    6.04        1595.2
1916382  1585958  702577   129      -1.0200000000e+03    -1.0816233508e+03    6.04        1595.4
1916554  1586100  702643   120      -1.0200000000e+03    -1.0816211452e+03    6.04        1595.5
1916719  1586243  702710   117      -1.0200000000e+03    -1.0816210172e+03    6.04        1595.7
1916925  1586397  702772   161      -1.0200000000e+03    -1.0816189516e+03    6.04        1595.9
1917111  1586545  702826   140      -1.0200000000e+03    -1.0816161392e+03    6.04        1596.1
1917288  1586693  702885   153      -1.0200000000e+03    -1.0816160425e+03    6.04        1596.2
1917489  1586843  702954   173      -1.0200000000e+03    -1.0816160425e+03    6.04        1596.4
1917675  1586992  703012   167      -1.0200000000e+03    -1.0816160425e+03    6.04        1596.5
1917857  1587136  703072   126      -1.0200000000e+03    -1.0816160425e+03    6.04        1596.6
1918056  1587288  703127   126      -1.0200000000e+03    -1.0816160425e+03    6.04        1596.8
1918264  1587443  703203   136      -1.0200000000e+03    -1.0816160425e+03    6.04        1597.0
1918472  1587595  703277   133      -1.0200000000e+03    -1.0816160425e+03    6.04        1597.1
1918687  1587746  703342   136      -1.0200000000e+03    -1.0816160425e+03    6.04        1597.3
1918885  1587896  703404   257      -1.0200000000e+03    -1.0816160425e+03    6.04        1597.4
1919074  1588046  703465   105      -1.0200000000e+03    -1.0816160425e+03    6.04        1597.6
1919256  1588194  703533   128      -1.0200000000e+03    -1.0816160425e+03    6.04        1597.7
1919454  1588342  703589   112      -1.0200000000e+03    -1.0816160425e+03    6.04        1597.9
1919655  1588495  703658   204      -1.0200000000e+03    -1.0816160425e+03    6.04        1598.1
1919857  1588647  703726   119      -1.0200000000e+03    -1.0816160425e+03    6.04        1598.3
1920046  1588792  703801   125      -1.0200000000e+03    -1.0816160425e+03    6.04        1598.5
1920247  1588940  703872   135      -1.0200000000e+03    -1.0816160425e+03    6.04        1598.6
1920441  1589089  703940   147      -1.0200000000e+03    -1.0816160425e+03    6.04        1598.7
1920625  1589239  704008   97       -1.0200000000e+03    -1.0816160425e+03    6.04        1598.9
1920804  1589388  704073   183      -1.0200000000e+03    -1.0816100822e+03    6.04        1599.0
1920989  1589536  704130   136      -1.0200000000e+03    -1.0816073796e+03    6.04        1599.2
1921185  1589685  704180   101      -1.0200000000e+03    -1.0816073796e+03    6.04        1599.4
1921376  1589838  704247   125      -1.0200000000e+03    -1.0816073796e+03    6.04        1599.5
1921556  1589987  704309   123      -1.0200000000e+03    -1.0816073796e+03    6.04        1599.7
1921737  1590137  704370   124      -1.0200000000e+03    -1.0816073796e+03    6.04        1599.8
1921922  1590287  704429   108      -1.0200000000e+03    -1.0816073796e+03    6.04        1600.0
1922104  1590436  704491   197      -1.0200000000e+03    -1.0816073796e+03    6.04        1600.1
1922299  1590583  704546   167      -1.0200000000e+03    -1.0816011980e+03    6.04        1600.3
1922489  1590732  704608   114      -1.0200000000e+03    -1.0815963060e+03    6.04        1600.4
1922670  1590882  704679   102      -1.0200000000e+03    -1.0815954229e+03    6.04        1600.6
1922845  1591026  704728   167      -1.0200000000e+03    -1.0815911294e+03    6.04        1600.7
1923024  1591171  704793   112      -1.0200000000e+03    -1.0815852726e+03    6.04        1600.8
1923211  1591315  704858   75       -1.0200000000e+03    -1.0815822636e+03    6.04        1601.0
1923377  1591464  704930   146      -1.0200000000e+03    -1.0815790540e+03    6.04        1601.1
1923559  1591614  704996   119      -1.0200000000e+03    -1.0815781290e+03    6.04        1601.3
1923741  1591763  705056   212      -1.0200000000e+03    -1.0815753722e+03    6.04        1601.4
1923920  1591910  705119   44       -1.0200000000e+03    -1.0815753722e+03    6.04        1601.6
1924107  1592059  705186   181      -1.0200000000e+03    -1.0815753722e+03    6.04        1601.7
1924310  1592207  705245   84       -1.0200000000e+03    -1.0815681702e+03    6.04        1601.9
1924495  1592357  705304   34       -1.0200000000e+03    -1.0815655805e+03    6.04        1602.0
1924678  1592504  705365   71       -1.0200000000e+03    -1.0815655805e+03    6.04        1602.2
1924873  1592655  705416   142      -1.0200000000e+03    -1.0815655805e+03    6.04        1602.3
1925052  1592805  705479   158      -1.0200000000e+03    -1.0815655805e+03    6.04        1602.5
1925240  1592956  705539   95       -1.0200000000e+03    -1.0815655805e+03    6.04        1602.6
1925421  1593106  705602   135      -1.0200000000e+03    -1.0815655805e+03    6.04        1602.8
1925591  1593253  705670   138      -1.0200000000e+03    -1.0815653146e+03    6.04        1602.9
1925766  1593396  705727   43       -1.0200000000e+03    -1.0815581647e+03    6.04        1603.1
1925947  1593544  705792   124      -1.0200000000e+03    -1.0815576146e+03    6.04        1603.2
1926125  1593692  705864   175      -1.0200000000e+03    -1.0815576146e+03    6.04        1603.4
1926305  1593840  705930   211      -1.0200000000e+03    -1.0815547602e+03    6.03        1603.5
1926489  1593991  705994   125      -1.0200000000e+03    -1.0815518142e+03    6.03        1603.7
1926664  1594140  706065   134      -1.0200000000e+03    -1.0815504500e+03    6.03        1603.8
1926856  1594289  706131   131      -1.0200000000e+03    -1.0815504500e+03    6.03        1604.0
1927044  1594434  706197   142      -1.0200000000e+03    -1.0815504500e+03    6.03        1604.1
1927230  1594578  706251   118      -1.0200000000e+03    -1.0815504500e+03    6.03        1604.2
1927415  1594722  706314   129      -1.0200000000e+03    -1.0815504500e+03    6.03        1604.4
1927616  1594869  706361   153      -1.0200000000e+03    -1.0815504500e+03    6.03        1604.5
1927807  1595013  706428   130      -1.0200000000e+03    -1.0815504500e+03    6.03        1604.7
1927989  1595155  706486   145      -1.0200000000e+03    -1.0815504500e+03    6.03        1604.8
1928168  1595301  706557   148      -1.0200000000e+03    -1.0815435122e+03    6.03        1605.0
1928366  1595453  706609   62       -1.0200000000e+03    -1.0815435122e+03    6.03        1605.1
1928550  1595605  706673   112      -1.0200000000e+03    -1.0815435006e+03    6.03        1605.3
1928726  1595756  706737   86       -1.0200000000e+03    -1.0815426421e+03    6.03        1605.4
1928901  1595905  706808   147      -1.0200000000e+03    -1.0815385333e+03    6.03        1605.6
1929091  1596055  706872   82       -1.0200000000e+03    -1.0815363196e+03    6.03        1605.7
1929292  1596212  706927   98       -1.0200000000e+03    -1.0815363196e+03    6.03        1605.9
1929494  1596369  706995   115      -1.0200000000e+03    -1.0815350965e+03    6.03        1606.0
1929684  1596523  707049   196      -1.0200000000e+03    -1.0815332284e+03    6.03        1606.2
1929866  1596674  707113   197      -1.0200000000e+03    -1.0815305987e+03    6.03        1606.3
1930037  1596819  707180   209      -1.0200000000e+03    -1.0815284738e+03    6.03        1606.5
1930217  1596969  707246   138      -1.0200000000e+03    -1.0815230721e+03    6.03        1606.6
1930396  1597114  707303   166      -1.0200000000e+03    -1.0815230721e+03    6.03        1606.8
1930584  1597264  707363   106      -1.0200000000e+03    -1.0815218833e+03    6.03        1606.9
1930755  1597413  707422   112      -1.0200000000e+03    -1.0815189238e+03    6.03        1607.1
1930935  1597562  707486   37       -1.0200000000e+03    -1.0815170004e+03    6.03        1607.3
1931115  1597710  707552   133      -1.0200000000e+03    -1.0815157081e+03    6.03        1607.4
1931312  1597859  707599   142      -1.0200000000e+03    -1.0815157081e+03    6.03        1607.6
1931503  1598011  707668   131      -1.0200000000e+03    -1.0815157081e+03    6.03        1607.7
1931694  1598159  707729   204      -1.0200000000e+03    -1.0815138222e+03    6.03        1607.9
1931875  1598310  707790   132      -1.0200000000e+03    -1.0815138222e+03    6.03        1608.0
1932046  1598456  707861   125      -1.0200000000e+03    -1.0815121247e+03    6.03        1608.2
1932227  1598608  707916   32       -1.0200000000e+03    -1.0815102660e+03    6.03        1608.3
1932407  1598753  707974   199      -1.0200000000e+03    -1.0815088359e+03    6.03        1608.5
1932591  1598900  708042   122      -1.0200000000e+03    -1.0815088359e+03    6.03        1608.6
1932786  1599045  708117   139      -1.0200000000e+03    -1.0815088359e+03    6.03        1608.8
1932981  1599190  708190   138      -1.0200000000e+03    -1.0815088359e+03    6.03        1608.9
1933181  1599340  708260   128      -1.0200000000e+03    -1.0815088359e+03    6.03        1609.0
1933367  1599488  708328   139      -1.0200000000e+03    -1.0815076308e+03    6.03        1609.2
1933552  1599639  708397   101      -1.0200000000e+03    -1.0815073173e+03    6.03        1609.4
1933739  1599792  708462   91       -1.0200000000e+03    -1.0815062708e+03    6.03        1609.5
1933916  1599938  708521   207      -1.0200000000e+03    -1.0815052852e+03    6.03        1609.7
1934093  1600081  708584   145      -1.0200000000e+03    -1.0815015856e+03    6.03        1609.8
1934291  1600229  708636   172      -1.0200000000e+03    -1.0815014797e+03    6.03        1610.0
1934455  1600375  708714   127      -1.0200000000e+03    -1.0814992532e+03    6.03        1610.1
1934631  1600521  708780   143      -1.0200000000e+03    -1.0814983337e+03    6.03        1610.3
1934810  1600667  708835   86       -1.0200000000e+03    -1.0814947561e+03    6.03        1610.4
1934978  1600817  708905   93       -1.0200000000e+03    -1.0814918477e+03    6.03        1610.5
1935164  1600968  708969   91       -1.0200000000e+03    -1.0814914036e+03    6.03        1610.7
1935337  1601112  709036   126      -1.0200000000e+03    -1.0814914036e+03    6.03        1610.8
1935505  1601255  709092   141      -1.0200000000e+03    -1.0814878680e+03    6.03        1611.0
1935678  1601400  709159   109      -1.0200000000e+03    -1.0814826650e+03    6.03        1611.1
1935827  1601527  709222   118      -1.0200000000e+03    -1.0814815618e+03    6.03        1611.3
1935990  1601671  709289   137      -1.0200000000e+03    -1.0814811261e+03    6.03        1611.4
1936173  1601816  709360   100      -1.0200000000e+03    -1.0814800038e+03    6.03        1611.6
1936354  1601962  709425   102      -1.0200000000e+03    -1.0814742259e+03    6.03        1611.7
1936535  1602111  709488   124      -1.0200000000e+03    -1.0814724173e+03    6.03        1611.9
1936714  1602260  709555   183      -1.0200000000e+03    -1.0814693310e+03    6.03        1612.0
1936893  1602410  709612   136      -1.0200000000e+03    -1.0814691424e+03    6.03        1612.2
1937072  1602562  709681   164      -1.0200000000e+03    -1.0814637985e+03    6.03        1612.4
1937262  1602710  709725   91       -1.0200000000e+03    -1.0814613221e+03    6.03        1612.5
1937438  1602859  709783   143      -1.0200000000e+03    -1.0814613221e+03    6.03        1612.7
1937615  1603006  709846   131      -1.0200000000e+03    -1.0814596493e+03    6.03        1612.9
1937789  1603156  709918   101      -1.0200000000e+03    -1.0814550234e+03    6.03        1613.0
1937975  1603308  709976   252      -1.0200000000e+03    -1.0814526781e+03    6.02        1613.2
1938172  1603460  710025   140      -1.0200000000e+03    -1.0814526781e+03    6.02        1613.3
1938366  1603612  710089   59       -1.0200000000e+03    -1.0814474109e+03    6.02        1613.5
1938534  1603758  710153   151      -1.0200000000e+03    -1.0814454650e+03    6.02        1613.7
1938709  1603908  710206   222      -1.0200000000e+03    -1.0814454650e+03    6.02        1613.8
1938888  1604056  710267   120      -1.0200000000e+03    -1.0814454650e+03    6.02        1614.0
1939057  1604203  710332   189      -1.0200000000e+03    -1.0814425947e+03    6.02        1614.1
1939234  1604354  710395   97       -1.0200000000e+03    -1.0814376181e+03    6.02        1614.3
1939415  1604503  710466   112      -1.0200000000e+03    -1.0814369993e+03    6.02        1614.5
1939613  1604654  710538   154      -1.0200000000e+03    -1.0814354029e+03    6.02        1614.6
1939797  1604801  710592   113      -1.0200000000e+03    -1.0814334244e+03    6.02        1614.8
1939978  1604951  710659   156      -1.0200000000e+03    -1.0814289841e+03    6.02        1614.9
1940167  1605102  710722   143      -1.0200000000e+03    -1.0814284895e+03    6.02        1615.1
1940351  1605253  710782   175      -1.0200000000e+03    -1.0814269388e+03    6.02        1615.2
1940540  1605402  710847   131      -1.0200000000e+03    -1.0814236589e+03    6.02        1615.4
1940724  1605549  710901   140      -1.0200000000e+03    -1.0814229249e+03    6.02        1615.6
1940933  1605703  710966   147      -1.0200000000e+03    -1.0814229249e+03    6.02        1615.7
1941117  1605851  711036   16       -1.0200000000e+03    -1.0814198802e+03    6.02        1615.9
1941300  1606001  711093   102      -1.0200000000e+03    -1.0814183274e+03    6.02        1616.0
1941476  1606151  711165   71       -1.0200000000e+03    -1.0814141115e+03    6.02        1616.2
1941648  1606300  711221   136      -1.0200000000e+03    -1.0814113414e+03    6.02        1616.4
1941828  1606447  711285   112      -1.0200000000e+03    -1.0814113414e+03    6.02        1616.5
1942000  1606589  711347   55       -1.0200000000e+03    -1.0814087832e+03    6.02        1616.7
1942190  1606740  711409   133      -1.0200000000e+03    -1.0814078645e+03    6.02        1616.8
1942369  1606886  711470   22       -1.0200000000e+03    -1.0814053431e+03    6.02        1617.0
1942552  1607037  711531   156      -1.0200000000e+03    -1.0814043163e+03    6.02        1617.1
1942728  1607184  711597   141      -1.0200000000e+03    -1.0814029474e+03    6.02        1617.3
1942905  1607334  711650   136      -1.0200000000e+03    -1.0814001195e+03    6.02        1617.5
1943082  1607484  711719   201      -1.0200000000e+03    -1.0814001195e+03    6.02        1617.6
1943263  1607632  711780   134      -1.0200000000e+03    -1.0813999493e+03    6.02        1617.8
1943461  1607780  711836   143      -1.0200000000e+03    -1.0813936486e+03    6.02        1617.9
1943647  1607926  711892   83       -1.0200000000e+03    -1.0813918599e+03    6.02        1618.1
1943827  1608076  711966   132      -1.0200000000e+03    -1.0813901505e+03    6.02        1618.3
1944015  1608232  712036   131      -1.0200000000e+03    -1.0813886298e+03    6.02        1618.4
1944199  1608386  712100   177      -1.0200000000e+03    -1.0813853879e+03    6.02        1618.6
1944374  1608534  712167   135      -1.0200000000e+03    -1.0813844394e+03    6.02        1618.8
1944557  1608685  712226   124      -1.0200000000e+03    -1.0813792221e+03    6.02        1618.9
1944743  1608833  712278   126      -1.0200000000e+03    -1.0813782971e+03    6.02        1619.1
1944938  1608986  712325   93       -1.0200000000e+03    -1.0813712903e+03    6.02        1619.2
1945122  1609136  712395   235      -1.0200000000e+03    -1.0813681020e+03    6.02        1619.4
1945293  1609282  712470   158      -1.0200000000e+03    -1.0813667073e+03    6.02        1619.6
1945476  1609432  712523   165      -1.0200000000e+03    -1.0813637995e+03    6.02        1619.7
1945635  1609572  712580   227      -1.0200000000e+03    -1.0813622700e+03    6.02        1619.9
1945814  1609719  712651   85       -1.0200000000e+03    -1.0813592449e+03    6.02        1620.0
1945989  1609869  712718   133      -1.0200000000e+03    -1.0813573082e+03    6.02        1620.2
1946193  1610020  712762   140      -1.0200000000e+03    -1.0813551286e+03    6.02        1620.4
1946376  1610170  712819   192      -1.0200000000e+03    -1.0813487242e+03    6.01        1620.5
1946555  1610318  712880   68       -1.0200000000e+03    -1.0813462140e+03    6.01        1620.7
1946735  1610468  712942   126      -1.0200000000e+03    -1.0813437579e+03    6.01        1620.9
1946899  1610614  713018   116      -1.0200000000e+03    -1.0813430454e+03    6.01        1621.0
1947078  1610765  713083   38       -1.0200000000e+03    -1.0813392878e+03    6.01        1621.2
1947258  1610914  713147   65       -1.0200000000e+03    -1.0813346815e+03    6.01        1621.3
1947437  1611066  713218   127      -1.0200000000e+03    -1.0813306259e+03    6.01        1621.5
1947625  1611217  713280   101      -1.0200000000e+03    -1.0813252287e+03    6.01        1621.7
1947810  1611370  713341   137      -1.0200000000e+03    -1.0813252287e+03    6.01        1621.8
1948002  1611519  713401   154      -1.0200000000e+03    -1.0813252287e+03    6.01        1622.0
1948193  1611673  713452   106      -1.0200000000e+03    -1.0813252287e+03    6.01        1622.1
1948385  1611825  713514   83       -1.0200000000e+03    -1.0813201917e+03    6.01        1622.3
1948572  1611976  713573   121      -1.0200000000e+03    -1.0813201917e+03    6.01        1622.4
1948750  1612122  713639   65       -1.0200000000e+03    -1.0813193033e+03    6.01        1622.6
1948913  1612264  713706   109      -1.0200000000e+03    -1.0813140560e+03    6.01        1622.7
1949093  1612413  713772   143      -1.0200000000e+03    -1.0813107950e+03    6.01        1622.9
1949266  1612560  713821   87       -1.0200000000e+03    -1.0813105646e+03    6.01        1623.1
1949439  1612706  713890   172      -1.0200000000e+03    -1.0813093671e+03    6.01        1623.2
1949638  1612857  713943   183      -1.0200000000e+03    -1.0813093671e+03    6.01        1623.4
1949833  1613008  714004   189      -1.0200000000e+03    -1.0813093671e+03    6.01        1623.5
1950017  1613155  714058   183      -1.0200000000e+03    -1.0813093671e+03    6.01        1623.7
1950208  1613309  714119   143      -1.0200000000e+03    -1.0813093671e+03    6.01        1623.9
1950390  1613455  714179   173      -1.0200000000e+03    -1.0813093671e+03    6.01        1624.0
1950554  1613602  714249   10       -1.0200000000e+03    -1.0813093671e+03    6.01        1624.2
1950729  1613750  714308   147      -1.0200000000e+03    -1.0813093671e+03    6.01        1624.3
1950913  1613900  714364   118      -1.0200000000e+03    -1.0813053751e+03    6.01        1624.5
1951090  1614049  714425   156      -1.0200000000e+03    -1.0813041948e+03    6.01        1624.7
1951276  1614198  714475   156      -1.0200000000e+03    -1.0813027711e+03    6.01        1624.8
1951454  1614345  714539   113      -1.0200000000e+03    -1.0813001758e+03    6.01        1625.0
1951633  1614489  714594   170      -1.0200000000e+03    -1.0812983876e+03    6.01        1625.2
1951805  1614637  714658   133      -1.0200000000e+03    -1.0812981065e+03    6.01        1625.4
1951987  1614783  714730   132      -1.0200000000e+03    -1.0812981065e+03    6.01        1625.5
1952150  1614931  714811   133      -1.0200000000e+03    -1.0812981065e+03    6.01        1625.7
1952327  1615081  714880   166      -1.0200000000e+03    -1.0812981065e+03    6.01        1625.9
1952499  1615228  714952   111      -1.0200000000e+03    -1.0812981065e+03    6.01        1626.0
1952671  1615376  715018   120      -1.0200000000e+03    -1.0812981065e+03    6.01        1626.2
1952847  1615526  715092   130      -1.0200000000e+03    -1.0812981065e+03    6.01        1626.4
1953034  1615673  715141   175      -1.0200000000e+03    -1.0812981065e+03    6.01        1626.5
1953211  1615822  715210   116      -1.0200000000e+03    -1.0812981065e+03    6.01        1626.7
1953385  1615970  715274   151      -1.0200000000e+03    -1.0812981065e+03    6.01        1626.9
1953564  1616121  715331   151      -1.0200000000e+03    -1.0812981065e+03    6.01        1627.1
1953738  1616271  715403   130      -1.0200000000e+03    -1.0812981065e+03    6.01        1627.3
1953923  1616424  715470   133      -1.0200000000e+03    -1.0812981065e+03    6.01        1627.4
1954118  1616576  715523   97       -1.0200000000e+03    -1.0812981065e+03    6.01        1627.6
1954311  1616727  715578   151      -1.0200000000e+03    -1.0812981065e+03    6.01        1627.8
1954481  1616870  715644   117      -1.0200000000e+03    -1.0812981065e+03    6.01        1628.0
1954661  1617017  715702   129      -1.0200000000e+03    -1.0812981065e+03    6.01        1628.1
1954830  1617165  715781   38       -1.0200000000e+03    -1.0812963573e+03    6.01        1628.3
1954999  1617316  715854   145      -1.0200000000e+03    -1.0812935256e+03    6.01        1628.5
1955176  1617464  715913   132      -1.0200000000e+03    -1.0812892154e+03    6.01        1628.6
1955359  1617613  715964   46       -1.0200000000e+03    -1.0812892154e+03    6.01        1628.8
1955540  1617762  716027   128      -1.0200000000e+03    -1.0812885279e+03    6.01        1628.9
1955742  1617913  716071   198      -1.0200000000e+03    -1.0812873134e+03    6.01        1629.1
1955932  1618062  716133   48       -1.0200000000e+03    -1.0812873134e+03    6.01        1629.2
1956116  1618214  716199   94       -1.0200000000e+03    -1.0812842273e+03    6.01        1629.4
1956316  1618371  716255   15       -1.0200000000e+03    -1.0812792845e+03    6.01        1629.6
1956499  1618522  716322   68       -1.0200000000e+03    -1.0812713256e+03    6.01        1629.7
1956703  1618677  716370   197      -1.0200000000e+03    -1.0812706769e+03    6.01        1629.9
1956884  1618825  716437   87       -1.0200000000e+03    -1.0812613682e+03    6.01        1630.1
1957065  1618971  716492   144      -1.0200000000e+03    -1.0812604309e+03    6.01        1630.2
1957245  1619123  716560   126      -1.0200000000e+03    -1.0812604309e+03    6.01        1630.5
1957430  1619276  716619   168      -1.0200000000e+03    -1.0812604309e+03    6.01        1630.7
1957623  1619424  716672   163      -1.0200000000e+03    -1.0812604309e+03    6.01        1630.8
1957834  1619572  716727   166      -1.0200000000e+03    -1.0812604309e+03    6.01        1631.0
1958038  1619721  716795   75       -1.0200000000e+03    -1.0812604309e+03    6.01        1631.2
1958231  1619870  716860   197      -1.0200000000e+03    -1.0812604309e+03    6.01        1631.3
1958427  1620018  716926   201      -1.0200000000e+03    -1.0812604309e+03    6.01        1631.5
1958611  1620163  716994   119      -1.0200000000e+03    -1.0812604309e+03    6.01        1631.6
1958811  1620314  717058   133      -1.0200000000e+03    -1.0812604309e+03    6.01        1631.8
1958978  1620461  717131   212      -1.0200000000e+03    -1.0812547146e+03    6.01        1632.0
1959142  1620606  717183   147      -1.0200000000e+03    -1.0812536554e+03    6.01        1632.1
1959322  1620753  717227   164      -1.0200000000e+03    -1.0812536554e+03    6.01        1632.3
1959499  1620897  717294   130      -1.0200000000e+03    -1.0812536554e+03    6.01        1632.5
1959675  1621041  717364   116      -1.0200000000e+03    -1.0812536554e+03    6.01        1632.6
1959852  1621189  717417   136      -1.0200000000e+03    -1.0812536554e+03    6.01        1632.8
1960026  1621333  717483   148      -1.0200000000e+03    -1.0812536554e+03    6.01        1633.0
1960212  1621479  717543   138      -1.0200000000e+03    -1.0812516839e+03    6.01        1633.2
1960398  1621629  717593   131      -1.0200000000e+03    -1.0812479881e+03    6.00        1633.3
1960578  1621777  717657   142      -1.0200000000e+03    -1.0812466783e+03    6.00        1633.5
1960759  1621923  717716   145      -1.0200000000e+03    -1.0812432247e+03    6.00        1633.7
1960943  1622069  717764   148      -1.0200000000e+03    -1.0812377825e+03    6.00        1633.9
1961134  1622218  717823   121      -1.0200000000e+03    -1.0812331598e+03    6.00        1634.1
1961316  1622369  717889   175      -1.0200000000e+03    -1.0812264101e+03    6.00        1634.2
1961499  1622517  717954   141      -1.0200000000e+03    -1.0812249738e+03    6.00        1634.4
1961684  1622669  718023   131      -1.0200000000e+03    -1.0812210181e+03    6.00        1634.6
1961867  1622820  718084   122      -1.0200000000e+03    -1.0812188168e+03    6.00        1634.8
1962052  1622970  718145   125      -1.0200000000e+03    -1.0812188168e+03    6.00        1634.9
1962240  1623118  718195   137      -1.0200000000e+03    -1.0812188168e+03    6.00        1635.1
1962427  1623268  718256   177      -1.0200000000e+03    -1.0812188168e+03    6.00        1635.2
1962626  1623428  718331   205      -1.0200000000e+03    -1.0812188168e+03    6.00        1635.4
1962819  1623576  718404   181      -1.0200000000e+03    -1.0812188168e+03    6.00        1635.6
1963007  1623724  718476   165      -1.0200000000e+03    -1.0812188168e+03    6.00        1635.7
1963188  1623875  718547   98       -1.0200000000e+03    -1.0812188168e+03    6.00        1635.9
1963376  1624028  718601   119      -1.0200000000e+03    -1.0812188168e+03    6.00        1636.0
1963562  1624180  718663   123      -1.0200000000e+03    -1.0812188168e+03    6.00        1636.2
1963741  1624328  718730   134      -1.0200000000e+03    -1.0812188168e+03    6.00        1636.3
1963944  1624484  718807   145      -1.0200000000e+03    -1.0812188168e+03    6.00        1636.5
1964133  1624636  718874   126      -1.0200000000e+03    -1.0812188168e+03    6.00        1636.7
1964316  1624785  718931   178      -1.0200000000e+03    -1.0812181209e+03    6.00        1636.8
1964501  1624938  719000   85       -1.0200000000e+03    -1.0812068039e+03    6.00        1637.0
1964676  1625086  719065   124      -1.0200000000e+03    -1.0812003781e+03    6.00        1637.2
1964863  1625237  719128   87       -1.0200000000e+03    -1.0812000000e+03    6.00        1637.4
1965057  1625389  719184   158      -1.0200000000e+03    -1.0812000000e+03    6.00        1637.6
1965257  1625543  719256   121      -1.0200000000e+03    -1.0812000000e+03    6.00        1637.7
1965440  1625693  719327   196      -1.0200000000e+03    -1.0812000000e+03    6.00        1637.9
1965631  1625843  719400   111      -1.0200000000e+03    -1.0811989160e+03    6.00        1638.1
1965811  1625993  719468   93       -1.0200000000e+03    -1.0811930852e+03    6.00        1638.3
1965996  1626144  719533   165      -1.0200000000e+03    -1.0811918671e+03    6.00        1638.5
1966174  1626296  719597   148      -1.0200000000e+03    -1.0811918671e+03    6.00        1638.6
1966370  1626449  719659   98       -1.0200000000e+03    -1.0811918671e+03    6.00        1638.8
1966559  1626600  719714   183      -1.0200000000e+03    -1.0811907498e+03    6.00        1639.0
1966768  1626752  719761   82       -1.0200000000e+03    -1.0811887322e+03    6.00        1639.1
1966952  1626901  719817   143      -1.0200000000e+03    -1.0811844861e+03    6.00        1639.3
1967133  1627047  719878   177      -1.0200000000e+03    -1.0811787715e+03    6.00        1639.5
1967315  1627194  719942   208      -1.0200000000e+03    -1.0811720893e+03    6.00        1639.7
1967497  1627342  719998   94       -1.0200000000e+03    -1.0811703458e+03    6.00        1639.8
1967688  1627492  720055   140      -1.0200000000e+03    -1.0811665314e+03    6.00        1640.0
1967868  1627637  720111   148      -1.0200000000e+03    -1.0811610675e+03    6.00        1640.2
1968046  1627783  720171   113      -1.0200000000e+03    -1.0811583423e+03    6.00        1640.4
1968213  1627924  720234   58       -1.0200000000e+03    -1.0811545373e+03    6.00        1640.5
1968405  1628074  720286   84       -1.0200000000e+03    -1.0811545373e+03    6.00        1640.7
1968564  1628219  720355   152      -1.0200000000e+03    -1.0811545373e+03    6.00        1640.9
1968742  1628366  720423   178      -1.0200000000e+03    -1.0811539835e+03    6.00        1641.1
1968925  1628513  720474   201      -1.0200000000e+03    -1.0811539835e+03    6.00        1641.3
1969114  1628656  720539   144      -1.0200000000e+03    -1.0811532243e+03    6.00        1641.4
1969311  1628799  720600   142      -1.0200000000e+03    -1.0811532243e+03    6.00        1641.6
1969486  1628938  720651   173      -1.0200000000e+03    -1.0811531001e+03    6.00        1641.8
1969665  1629085  720712   139      -1.0200000000e+03    -1.0811531001e+03    6.00        1642.0
1969849  1629228  720768   179      -1.0200000000e+03    -1.0811531001e+03    6.00        1642.1
1970022  1629371  720829   136      -1.0200000000e+03    -1.0811531001e+03    6.00        1642.3
1970196  1629518  720897   151      -1.0200000000e+03    -1.0811524222e+03    6.00        1642.5
1970376  1629664  720959   155      -1.0200000000e+03    -1.0811516683e+03    6.00        1642.7
1970561  1629812  721010   176      -1.0200000000e+03    -1.0811499029e+03    6.00        1642.8
