BRANCHES RELAXS   ACT_NDS  DEPTH    BEST_INT_OBJ         BEST_RELAX_OBJ       REL_GAP(%)  TIME  
303019   269504   139922   63       -1.0200000000e+03    -1.1060222154e+03    8.43        268.5 
303178   269643   139999   103      -1.0200000000e+03    -1.1060179251e+03    8.43        268.6 
303353   269787   140066   74       -1.0200000000e+03    -1.1060106872e+03    8.43        268.7 
303514   269928   140149   54       -1.0200000000e+03    -1.1059877566e+03    8.43        268.8 
303690   270075   140217   57       -1.0200000000e+03    -1.1059805999e+03    8.43        268.9 
303862   270218   140287   87       -1.0200000000e+03    -1.1059699069e+03    8.43        269.1 
304039   270364   140362   125      -1.0200000000e+03    -1.1059604283e+03    8.43        269.2 
304223   270510   140434   79       -1.0200000000e+03    -1.1059544934e+03    8.43        269.3 
304388   270655   140511   75       -1.0200000000e+03    -1.1059544934e+03    8.43        269.5 
304555   270803   140578   40       -1.0200000000e+03    -1.1059532507e+03    8.43        269.7 
304734   270954   140655   94       -1.0200000000e+03    -1.1059475226e+03    8.43        269.8 
304908   271099   140729   103      -1.0200000000e+03    -1.1059380455e+03    8.43        270.0 
305098   271249   140791   102      -1.0200000000e+03    -1.1059336593e+03    8.42        270.1 
305288   271401   140855   65       -1.0200000000e+03    -1.1059268050e+03    8.42        270.2 
305446   271540   140931   80       -1.0200000000e+03    -1.1059115541e+03    8.42        270.3 
305623   271686   141002   79       -1.0200000000e+03    -1.1059079448e+03    8.42        270.5 
305792   271827   141071   151      -1.0200000000e+03    -1.1058993991e+03    8.42        270.6 
305965   271973   141146   30       -1.0200000000e+03    -1.1058856082e+03    8.42        270.8 
306141   272121   141220   50       -1.0200000000e+03    -1.1058813588e+03    8.42        270.9 
306309   272264   141286   78       -1.0200000000e+03    -1.1058688007e+03    8.42        271.1 
306480   272409   141359   95       -1.0200000000e+03    -1.1058628542e+03    8.42        271.2 
306654   272553   141425   48       -1.0200000000e+03    -1.1058532216e+03    8.42        271.3 
306824   272698   141495   42       -1.0200000000e+03    -1.1058474882e+03    8.42        271.4 
306988   272838   141571   53       -1.0200000000e+03    -1.1058381644e+03    8.42        271.5 
307155   272976   141638   60       -1.0200000000e+03    -1.1058341449e+03    8.42        271.7 
307338   273124   141713   62       -1.0200000000e+03    -1.1058308516e+03    8.41        271.8 
307500   273266   141787   77       -1.0200000000e+03    -1.1058207792e+03    8.41        272.0 
307687   273418   141860   114      -1.0200000000e+03    -1.1058057355e+03    8.41        272.2 
307871   273567   141926   96       -1.0200000000e+03    -1.1058004390e+03    8.41        272.3 
308045   273711   142000   99       -1.0200000000e+03    -1.1057838098e+03    8.41        272.5 
308217   273852   142072   89       -1.0200000000e+03    -1.1057798557e+03    8.41        272.6 
308392   273995   142141   110      -1.0200000000e+03    -1.1057755314e+03    8.41        272.7 
308566   274137   142209   77       -1.0200000000e+03    -1.1057685357e+03    8.41        272.9 
308745   274286   142284   21       -1.0200000000e+03    -1.1057616698e+03    8.41        273.0 
308908   274427   142355   51       -1.0200000000e+03    -1.1057597145e+03    8.41        273.1 
309070   274568   142427   36       -1.0200000000e+03    -1.1057533796e+03    8.41        273.3 
309247   274712   142496   65       -1.0200000000e+03    -1.1057420015e+03    8.41        273.5 
309421   274855   142564   66       -1.0200000000e+03    -1.1057296337e+03    8.40        273.6 
309594   274998   142631   57       -1.0200000000e+03    -1.1057243848e+03    8.40        273.7 
309774   275150   142707   70       -1.0200000000e+03    -1.1057243848e+03    8.40        273.9 
309953   275300   142784   80       -1.0200000000e+03    -1.1057243848e+03    8.40        274.1 
310126   275446   142851   72       -1.0200000000e+03    -1.1057221226e+03    8.40        274.2 
310303   275591   142908   73       -1.0200000000e+03    -1.1057221226e+03    8.40        274.4 
310472   275734   142973   89       -1.0200000000e+03    -1.1057145863e+03    8.40        274.5 
310647   275878   143040   85       -1.0200000000e+03    -1.1057051992e+03    8.40        274.7 
310813   276020   143106   75       -1.0200000000e+03    -1.1057014837e+03    8.40        274.8 
310993   276167   143176   81       -1.0200000000e+03    -1.1056980634e+03    8.40        274.9 
311176   276315   143243   56       -1.0200000000e+03    -1.1056939053e+03    8.40        275.0 
311342   276456   143321   65       -1.0200000000e+03    -1.1056848608e+03    8.40        275.2 
311520   276600   143395   78       -1.0200000000e+03    -1.1056817989e+03    8.40        275.3 
311693   276744   143460   83       -1.0200000000e+03    -1.1056740416e+03    8.40        275.4 
311872   276895   143543   51       -1.0200000000e+03    -1.1056686476e+03    8.40        275.5 
312057   277043   143614   79       -1.0200000000e+03    -1.1056632891e+03    8.40        275.7 
312229   277190   143692   74       -1.0200000000e+03    -1.1056544180e+03    8.40        275.9 
312408   277335   143755   94       -1.0200000000e+03    -1.1056480272e+03    8.40        276.0 
312578   277478   143825   76       -1.0200000000e+03    -1.1056433442e+03    8.40        276.1 
312746   277622   143897   66       -1.0200000000e+03    -1.1056397790e+03    8.40        276.3 
312924   277768   143971   67       -1.0200000000e+03    -1.1056381328e+03    8.40        276.4 
313094   277912   144029   94       -1.0200000000e+03    -1.1056331318e+03    8.40        276.5 
313256   278053   144111   59       -1.0200000000e+03    -1.1056286926e+03    8.39        276.7 
313438   278201   144185   68       -1.0200000000e+03    -1.1056268557e+03    8.39        276.8 
313621   278349   144252   57       -1.0200000000e+03    -1.1056256165e+03    8.39        277.0 
313792   278494   144331   104      -1.0200000000e+03    -1.1056178121e+03    8.39        277.1 
313979   278641   144398   85       -1.0200000000e+03    -1.1056178121e+03    8.39        277.3 
314164   278787   144463   94       -1.0200000000e+03    -1.1056067392e+03    8.39        277.5 
314338   278927   144533   107      -1.0200000000e+03    -1.1055988165e+03    8.39        277.6 
314504   279073   144611   96       -1.0200000000e+03    -1.1055862704e+03    8.39        277.7 
314697   279225   144684   58       -1.0200000000e+03    -1.1055862704e+03    8.39        277.8 
314885   279372   144750   96       -1.0200000000e+03    -1.1055766791e+03    8.39        277.9 
315057   279516   144826   63       -1.0200000000e+03    -1.1055725174e+03    8.39        278.1 
315228   279660   144897   111      -1.0200000000e+03    -1.1055637005e+03    8.39        278.2 
315414   279804   144949   55       -1.0200000000e+03    -1.1055596205e+03    8.39        278.3 
315588   279948   145013   111      -1.0200000000e+03    -1.1055558596e+03    8.39        278.4 
315764   280090   145075   75       -1.0200000000e+03    -1.1055526967e+03    8.39        278.6 
315925   280231   145142   68       -1.0200000000e+03    -1.1055450631e+03    8.39        278.7 
316114   280383   145213   76       -1.0200000000e+03    -1.1055214597e+03    8.38        278.9 
316270   280524   145297   89       -1.0200000000e+03    -1.1055187303e+03    8.38        279.1 
316450   280667   145367   98       -1.0200000000e+03    -1.1055153250e+03    8.38        279.2 
316625   280814   145434   92       -1.0200000000e+03    -1.1055113144e+03    8.38        279.3 
316797   280960   145512   88       -1.0200000000e+03    -1.1055071811e+03    8.38        279.4 
316979   281105   145574   70       -1.0200000000e+03    -1.1055003582e+03    8.38        279.6 
317158   281254   145649   53       -1.0200000000e+03    -1.1054968057e+03    8.38        279.7 
317334   281400   145715   180      -1.0200000000e+03    -1.1054942426e+03    8.38        279.8 
317508   281543   145791   109      -1.0200000000e+03    -1.1054867976e+03    8.38        279.9 
317702   281694   145859   58       -1.0200000000e+03    -1.1054809478e+03    8.38        280.1 
317852   281832   145945   77       -1.0200000000e+03    -1.1054795628e+03    8.38        280.2 
318022   281979   146021   111      -1.0200000000e+03    -1.1054795628e+03    8.38        280.4 
318219   282133   146082   27       -1.0200000000e+03    -1.1054771578e+03    8.38        280.5 
318400   282280   146155   74       -1.0200000000e+03    -1.1054733829e+03    8.38        280.6 
318572   282422   146233   50       -1.0200000000e+03    -1.1054727170e+03    8.38        280.8 
318738   282564   146309   138      -1.0200000000e+03    -1.1054614480e+03    8.38        280.9 
318914   282707   146373   50       -1.0200000000e+03    -1.1054577912e+03    8.38        281.0 
319085   282850   146448   59       -1.0200000000e+03    -1.1054491696e+03    8.38        281.1 
319268   282999   146513   74       -1.0200000000e+03    -1.1054447579e+03    8.38        281.2 
319451   283146   146586   206      -1.0200000000e+03    -1.1054374694e+03    8.38        281.4 
319629   283293   146660   64       -1.0200000000e+03    -1.1054317933e+03    8.38        281.5 
319816   283443   146729   72       -1.0200000000e+03    -1.1054297277e+03    8.38        281.6 
320009   283589   146784   69       -1.0200000000e+03    -1.1054232386e+03    8.37        281.8 
320189   283733   146850   73       -1.0200000000e+03    -1.1054115685e+03    8.37        281.9 
320356   283872   146917   67       -1.0200000000e+03    -1.1054070367e+03    8.37        282.1 
320542   284018   146989   61       -1.0200000000e+03    -1.1053932115e+03    8.37        282.2 
320723   284167   147064   122      -1.0200000000e+03    -1.1053887068e+03    8.37        282.3 
320899   284315   147136   87       -1.0200000000e+03    -1.1053842002e+03    8.37        282.4 
321091   284465   147190   50       -1.0200000000e+03    -1.1053755731e+03    8.37        282.6 
321276   284611   147257   67       -1.0200000000e+03    -1.1053695668e+03    8.37        282.7 
321465   284759   147324   56       -1.0200000000e+03    -1.1053673007e+03    8.37        282.8 
321652   284906   147403   62       -1.0200000000e+03    -1.1053667264e+03    8.37        282.9 
321840   285057   147465   47       -1.0200000000e+03    -1.1053616329e+03    8.37        283.1 
322009   285198   147536   54       -1.0200000000e+03    -1.1053580497e+03    8.37        283.3 
322175   285340   147612   78       -1.0200000000e+03    -1.1053532424e+03    8.37        283.4 
322346   285484   147685   57       -1.0200000000e+03    -1.1053404410e+03    8.37        283.6 
322517   285629   147762   66       -1.0200000000e+03    -1.1053307768e+03    8.37        283.7 
322681   285773   147840   65       -1.0200000000e+03    -1.1053283967e+03    8.37        283.8 
322851   285911   147904   98       -1.0200000000e+03    -1.1053241362e+03    8.37        283.9 
323031   286058   147978   107      -1.0200000000e+03    -1.1053234254e+03    8.37        284.0 
323216   286206   148045   59       -1.0200000000e+03    -1.1053168672e+03    8.36        284.2 
323382   286353   148125   139      -1.0200000000e+03    -1.1053076102e+03    8.36        284.3 
323564   286498   148195   95       -1.0200000000e+03    -1.1052990397e+03    8.36        284.4 
323734   286645   148267   56       -1.0200000000e+03    -1.1052928718e+03    8.36        284.5 
323909   286789   148334   70       -1.0200000000e+03    -1.1052928718e+03    8.36        284.6 
324083   286934   148406   36       -1.0200000000e+03    -1.1052928718e+03    8.36        284.8 
324259   287079   148474   101      -1.0200000000e+03    -1.1052893969e+03    8.36        285.0 
324428   287223   148549   73       -1.0200000000e+03    -1.1052854391e+03    8.36        285.1 
324603   287367   148624   95       -1.0200000000e+03    -1.1052854391e+03    8.36        285.2 
324781   287513   148692   60       -1.0200000000e+03    -1.1052827506e+03    8.36        285.3 
324958   287662   148765   94       -1.0200000000e+03    -1.1052785006e+03    8.36        285.5 
325141   287813   148834   52       -1.0200000000e+03    -1.1052777163e+03    8.36        285.6 
325305   287957   148910   93       -1.0200000000e+03    -1.1052706062e+03    8.36        285.7 
325476   288102   148983   91       -1.0200000000e+03    -1.1052647835e+03    8.36        285.8 
325648   288249   149053   78       -1.0200000000e+03    -1.1052579435e+03    8.36        286.0 
325829   288394   149120   79       -1.0200000000e+03    -1.1052579435e+03    8.36        286.1 
326011   288542   149184   77       -1.0200000000e+03    -1.1052571428e+03    8.36        286.3 
326182   288690   149259   59       -1.0200000000e+03    -1.1052496138e+03    8.36        286.4 
326358   288836   149329   69       -1.0200000000e+03    -1.1052448666e+03    8.36        286.6 
326539   288987   149396   66       -1.0200000000e+03    -1.1052424987e+03    8.36        286.7 
326727   289136   149460   52       -1.0200000000e+03    -1.1052386024e+03    8.36        286.9 
326896   289281   149533   64       -1.0200000000e+03    -1.1052309822e+03    8.36        287.0 
327073   289425   149604   54       -1.0200000000e+03    -1.1052127364e+03    8.35        287.2 
327245   289569   149668   66       -1.0200000000e+03    -1.1052063048e+03    8.35        287.3 
327409   289713   149744   72       -1.0200000000e+03    -1.1052036045e+03    8.35        287.5 
327590   289858   149809   120      -1.0200000000e+03    -1.1051881793e+03    8.35        287.7 
327775   290004   149878   169      -1.0200000000e+03    -1.1051848061e+03    8.35        287.8 
327953   290151   149940   92       -1.0200000000e+03    -1.1051810783e+03    8.35        288.0 
328121   290293   150008   64       -1.0200000000e+03    -1.1051669577e+03    8.35        288.2 
328298   290440   150071   90       -1.0200000000e+03    -1.1051650070e+03    8.35        288.3 
328476   290589   150147   63       -1.0200000000e+03    -1.1051563794e+03    8.35        288.5 
328645   290735   150228   68       -1.0200000000e+03    -1.1051542612e+03    8.35        288.6 
328817   290879   150300   97       -1.0200000000e+03    -1.1051495521e+03    8.35        288.8 
328991   291028   150368   43       -1.0200000000e+03    -1.1051454170e+03    8.35        289.0 
329169   291178   150434   98       -1.0200000000e+03    -1.1051392087e+03    8.35        289.1 
329353   291325   150506   91       -1.0200000000e+03    -1.1051307804e+03    8.35        289.3 
329516   291472   150583   45       -1.0200000000e+03    -1.1051273778e+03    8.35        289.5 
329714   291623   150639   69       -1.0200000000e+03    -1.1051227491e+03    8.35        289.6 
329883   291763   150700   92       -1.0200000000e+03    -1.1051135075e+03    8.34        289.8 
330060   291912   150775   71       -1.0200000000e+03    -1.1051091491e+03    8.34        289.9 
330230   292056   150849   193      -1.0200000000e+03    -1.1051091491e+03    8.34        290.1 
330399   292197   150920   77       -1.0200000000e+03    -1.1051069769e+03    8.34        290.3 
330576   292345   150997   61       -1.0200000000e+03    -1.1051047793e+03    8.34        290.4 
330760   292493   151061   26       -1.0200000000e+03    -1.1051047793e+03    8.34        290.6 
330950   292644   151123   52       -1.0200000000e+03    -1.1051001263e+03    8.34        290.7 
331135   292793   151182   75       -1.0200000000e+03    -1.1050883859e+03    8.34        290.9 
331303   292938   151254   91       -1.0200000000e+03    -1.1050785702e+03    8.34        291.1 
331477   293087   151322   73       -1.0200000000e+03    -1.1050763522e+03    8.34        291.2 
331653   293231   151390   123      -1.0200000000e+03    -1.1050724760e+03    8.34        291.4 
331825   293374   151464   126      -1.0200000000e+03    -1.1050652968e+03    8.34        291.5 
331989   293515   151534   69       -1.0200000000e+03    -1.1050577067e+03    8.34        291.7 
332166   293655   151589   80       -1.0200000000e+03    -1.1050527225e+03    8.34        291.8 
332339   293801   151670   50       -1.0200000000e+03    -1.1050513473e+03    8.34        292.0 
332522   293952   151749   54       -1.0200000000e+03    -1.1050381478e+03    8.34        292.1 
332706   294104   151819   51       -1.0200000000e+03    -1.1050330329e+03    8.34        292.3 
332872   294251   151903   90       -1.0200000000e+03    -1.1050232864e+03    8.34        292.4 
333059   294399   151968   54       -1.0200000000e+03    -1.1050188871e+03    8.34        292.6 
333236   294543   152031   84       -1.0200000000e+03    -1.1050178623e+03    8.34        292.7 
333428   294692   152093   84       -1.0200000000e+03    -1.1050178623e+03    8.34        292.9 
333604   294837   152167   84       -1.0200000000e+03    -1.1050157708e+03    8.33        293.0 
333793   294984   152230   91       -1.0200000000e+03    -1.1050025613e+03    8.33        293.2 
333987   295137   152300   49       -1.0200000000e+03    -1.1049984167e+03    8.33        293.3 
334163   295284   152368   44       -1.0200000000e+03    -1.1049942007e+03    8.33        293.5 
334335   295432   152444   89       -1.0200000000e+03    -1.1049829154e+03    8.33        293.6 
334522   295581   152499   71       -1.0200000000e+03    -1.1049713415e+03    8.33        293.8 
334717   295731   152558   45       -1.0200000000e+03    -1.1049632954e+03    8.33        293.9 
334908   295883   152629   47       -1.0200000000e+03    -1.1049580732e+03    8.33        294.1 
335091   296031   152696   84       -1.0200000000e+03    -1.1049533145e+03    8.33        294.2 
335274   296177   152763   82       -1.0200000000e+03    -1.1049506264e+03    8.33        294.4 
335455   296320   152820   46       -1.0200000000e+03    -1.1049471408e+03    8.33        294.5 
335632   296466   152889   47       -1.0200000000e+03    -1.1049365111e+03    8.33        294.7 
335806   296607   152959   65       -1.0200000000e+03    -1.1049293302e+03    8.33        294.8 
335982   296752   153023   114      -1.0200000000e+03    -1.1049209184e+03    8.33        295.0 
336158   296898   153099   123      -1.0200000000e+03    -1.1049167309e+03    8.33        295.1 
336337   297043   153166   50       -1.0200000000e+03    -1.1049117695e+03    8.32        295.3 
336516   297187   153237   139      -1.0200000000e+03    -1.1049117695e+03    8.32        295.4 
336690   297334   153311   79       -1.0200000000e+03    -1.1049117695e+03    8.32        295.6 
336871   297480   153382   144      -1.0200000000e+03    -1.1049009442e+03    8.32        295.7 
337052   297625   153449   83       -1.0200000000e+03    -1.1048923722e+03    8.32        295.9 
337235   297773   153514   108      -1.0200000000e+03    -1.1048882526e+03    8.32        296.0 
337419   297921   153586   86       -1.0200000000e+03    -1.1048742019e+03    8.32        296.2 
337597   298069   153650   79       -1.0200000000e+03    -1.1048630915e+03    8.32        296.3 
337762   298210   153723   60       -1.0200000000e+03    -1.1048552507e+03    8.32        296.5 
337932   298358   153803   60       -1.0200000000e+03    -1.1048501678e+03    8.32        296.7 
338104   298502   153877   51       -1.0200000000e+03    -1.1048484288e+03    8.32        296.8 
338284   298650   153949   102      -1.0200000000e+03    -1.1048474768e+03    8.32        297.0 
338460   298797   154017   75       -1.0200000000e+03    -1.1048337059e+03    8.32        297.1 
338635   298943   154084   98       -1.0200000000e+03    -1.1048329182e+03    8.32        297.3 
338821   299094   154162   50       -1.0200000000e+03    -1.1048211966e+03    8.32        297.4 
338994   299240   154223   89       -1.0200000000e+03    -1.1048109350e+03    8.31        297.6 
339179   299388   154292   130      -1.0200000000e+03    -1.1048045738e+03    8.31        297.7 
339352   299536   154371   104      -1.0200000000e+03    -1.1047965725e+03    8.31        297.9 
339530   299686   154441   46       -1.0200000000e+03    -1.1047922495e+03    8.31        298.1 
339711   299835   154514   78       -1.0200000000e+03    -1.1047898832e+03    8.31        298.3 
339892   299981   154585   69       -1.0200000000e+03    -1.1047750460e+03    8.31        298.4 
340067   300125   154662   81       -1.0200000000e+03    -1.1047720325e+03    8.31        298.5 
340235   300265   154730   132      -1.0200000000e+03    -1.1047684137e+03    8.31        298.7 
340410   300407   154805   86       -1.0200000000e+03    -1.1047633683e+03    8.31        298.8 
340593   300553   154868   42       -1.0200000000e+03    -1.1047556912e+03    8.31        299.0 
340770   300701   154935   51       -1.0200000000e+03    -1.1047515628e+03    8.31        299.2 
340948   300852   155003   76       -1.0200000000e+03    -1.1047463258e+03    8.31        299.3 
341129   301003   155078   66       -1.0200000000e+03    -1.1047462044e+03    8.31        299.5 
341275   301144   155164   46       -1.0200000000e+03    -1.1047432211e+03    8.31        299.6 
341429   301287   155256   64       -1.0200000000e+03    -1.1047394157e+03    8.31        299.8 
341595   301433   155334   124      -1.0200000000e+03    -1.1047376848e+03    8.31        299.9 
341750   301573   155407   81       -1.0200000000e+03    -1.1047306779e+03    8.31        300.1 
341915   301718   155484   51       -1.0200000000e+03    -1.1047286319e+03    8.31        300.2 
342095   301867   155556   60       -1.0200000000e+03    -1.1047261253e+03    8.31        300.4 
342278   302017   155631   129      -1.0200000000e+03    -1.1047261253e+03    8.31        300.6 
342453   302162   155698   104      -1.0200000000e+03    -1.1047174833e+03    8.31        300.7 
342619   302306   155774   71       -1.0200000000e+03    -1.1047155231e+03    8.31        300.9 
342784   302446   155841   82       -1.0200000000e+03    -1.1047061932e+03    8.30        301.0 
342965   302591   155912   108      -1.0200000000e+03    -1.1047049352e+03    8.30        301.2 
343137   302736   155982   100      -1.0200000000e+03    -1.1047037745e+03    8.30        301.3 
343321   302880   156046   107      -1.0200000000e+03    -1.1046990557e+03    8.30        301.5 
343506   303028   156107   80       -1.0200000000e+03    -1.1046927996e+03    8.30        301.6 
343683   303176   156170   100      -1.0200000000e+03    -1.1046927996e+03    8.30        301.8 
343838   303313   156257   74       -1.0200000000e+03    -1.1046927996e+03    8.30        301.9 
344005   303457   156332   81       -1.0200000000e+03    -1.1046873659e+03    8.30        302.1 
344186   303610   156401   85       -1.0200000000e+03    -1.1046827838e+03    8.30        302.2 
344361   303757   156468   61       -1.0200000000e+03    -1.1046736293e+03    8.30        302.4 
344528   303903   156545   56       -1.0200000000e+03    -1.1046692718e+03    8.30        302.5 
344704   304047   156607   48       -1.0200000000e+03    -1.1046647011e+03    8.30        302.7 
344874   304190   156687   86       -1.0200000000e+03    -1.1046612070e+03    8.30        302.8 
345033   304330   156756   70       -1.0200000000e+03    -1.1046600767e+03    8.30        303.0 
345205   304474   156820   69       -1.0200000000e+03    -1.1046584159e+03    8.30        303.1 
345368   304620   156899   56       -1.0200000000e+03    -1.1046520953e+03    8.30        303.3 
345548   304768   156965   63       -1.0200000000e+03    -1.1046479838e+03    8.30        303.4 
345747   304919   157020   70       -1.0200000000e+03    -1.1046429466e+03    8.30        303.6 
345938   305068   157075   157      -1.0200000000e+03    -1.1046382491e+03    8.30        303.7 
346113   305209   157136   68       -1.0200000000e+03    -1.1046326252e+03    8.30        303.9 
346274   305341   157201   146      -1.0200000000e+03    -1.1046281767e+03    8.30        304.0 
346461   305484   157266   82       -1.0200000000e+03    -1.1046268563e+03    8.30        304.2 
346648   305629   157323   214      -1.0200000000e+03    -1.1046172186e+03    8.30        304.3 
346835   305776   157386   102      -1.0200000000e+03    -1.1046122596e+03    8.30        304.5 
347015   305924   157450   69       -1.0200000000e+03    -1.1046078109e+03    8.29        304.6 
347201   306074   157516   59       -1.0200000000e+03    -1.1046033140e+03    8.29        304.8 
347387   306223   157592   66       -1.0200000000e+03    -1.1045987003e+03    8.29        304.9 
347557   306367   157664   65       -1.0200000000e+03    -1.1045930511e+03    8.29        305.1 
347731   306510   157724   78       -1.0200000000e+03    -1.1045864090e+03    8.29        305.2 
347897   306656   157808   99       -1.0200000000e+03    -1.1045808835e+03    8.29        305.4 
348085   306806   157882   45       -1.0200000000e+03    -1.1045756284e+03    8.29        305.5 
348252   306950   157959   91       -1.0200000000e+03    -1.1045665105e+03    8.29        305.7 
348435   307099   158030   76       -1.0200000000e+03    -1.1045615234e+03    8.29        305.8 
348606   307243   158103   63       -1.0200000000e+03    -1.1045587114e+03    8.29        306.0 
348779   307391   158174   68       -1.0200000000e+03    -1.1045515283e+03    8.29        306.1 
348956   307539   158245   61       -1.0200000000e+03    -1.1045463505e+03    8.29        306.2 
349145   307692   158306   92       -1.0200000000e+03    -1.1045410273e+03    8.29        306.4 
349316   307840   158385   83       -1.0200000000e+03    -1.1045365522e+03    8.29        306.5 
349503   307995   158448   75       -1.0200000000e+03    -1.1045360919e+03    8.29        306.7 
349689   308138   158512   101      -1.0200000000e+03    -1.1045278897e+03    8.29        306.8 
349862   308285   158575   104      -1.0200000000e+03    -1.1045263614e+03    8.29        307.0 
350050   308436   158637   136      -1.0200000000e+03    -1.1045197180e+03    8.29        307.2 
350221   308580   158704   58       -1.0200000000e+03    -1.1045116559e+03    8.29        307.3 
350408   308731   158779   77       -1.0200000000e+03    -1.1045094445e+03    8.29        307.5 
350601   308879   158838   92       -1.0200000000e+03    -1.1045075880e+03    8.29        307.6 
350765   309017   158904   57       -1.0200000000e+03    -1.1045045088e+03    8.28        307.8 
350942   309160   158967   82       -1.0200000000e+03    -1.1044996009e+03    8.28        307.9 
351128   309308   159029   60       -1.0200000000e+03    -1.1044927146e+03    8.28        308.1 
351290   309451   159103   78       -1.0200000000e+03    -1.1044927146e+03    8.28        308.2 
351452   309594   159177   43       -1.0200000000e+03    -1.1044799216e+03    8.28        308.4 
351624   309742   159247   87       -1.0200000000e+03    -1.1044748651e+03    8.28        308.5 
351801   309887   159312   53       -1.0200000000e+03    -1.1044738869e+03    8.28        308.7 
351973   310030   159380   68       -1.0200000000e+03    -1.1044732920e+03    8.28        308.8 
352158   310176   159453   58       -1.0200000000e+03    -1.1044675521e+03    8.28        309.0 
352334   310323   159527   77       -1.0200000000e+03    -1.1044653483e+03    8.28        309.1 
352501   310465   159594   93       -1.0200000000e+03    -1.1044593035e+03    8.28        309.3 
352670   310610   159669   59       -1.0200000000e+03    -1.1044565984e+03    8.28        309.4 
352841   310754   159744   47       -1.0200000000e+03    -1.1044526451e+03    8.28        309.6 
353010   310899   159815   63       -1.0200000000e+03    -1.1044429881e+03    8.28        309.7 
353184   311046   159887   81       -1.0200000000e+03    -1.1044365251e+03    8.28        309.9 
353357   311192   159954   61       -1.0200000000e+03    -1.1044361151e+03    8.28        310.0 
353536   311336   160023   75       -1.0200000000e+03    -1.1044197562e+03    8.28        310.2 
353709   311482   160096   64       -1.0200000000e+03    -1.1044114804e+03    8.28        310.3 
353878   311626   160173   70       -1.0200000000e+03    -1.1044016623e+03    8.27        310.5 
354055   311776   160246   79       -1.0200000000e+03    -1.1043949664e+03    8.27        310.6 
354229   311924   160314   81       -1.0200000000e+03    -1.1043865355e+03    8.27        310.8 
354399   312068   160386   53       -1.0200000000e+03    -1.1043823231e+03    8.27        310.9 
354562   312212   160455   91       -1.0200000000e+03    -1.1043789809e+03    8.27        311.1 
354728   312357   160533   74       -1.0200000000e+03    -1.1043745179e+03    8.27        311.2 
354900   312505   160597   70       -1.0200000000e+03    -1.1043734187e+03    8.27        311.4 
355078   312650   160667   93       -1.0200000000e+03    -1.1043653607e+03    8.27        311.5 
355255   312799   160740   56       -1.0200000000e+03    -1.1043589038e+03    8.27        311.7 
355440   312947   160811   65       -1.0200000000e+03    -1.1043562470e+03    8.27        311.8 
355608   313090   160879   101      -1.0200000000e+03    -1.1043523780e+03    8.27        312.0 
355808   313239   160935   57       -1.0200000000e+03    -1.1043523780e+03    8.27        312.1 
355980   313382   161005   51       -1.0200000000e+03    -1.1043488662e+03    8.27        312.3 
356150   313529   161083   85       -1.0200000000e+03    -1.1043437541e+03    8.27        312.4 
356332   313678   161141   76       -1.0200000000e+03    -1.1043386661e+03    8.27        312.6 
356502   313823   161211   62       -1.0200000000e+03    -1.1043372335e+03    8.27        312.7 
356684   313972   161273   66       -1.0200000000e+03    -1.1043343867e+03    8.27        312.9 
356864   314121   161341   61       -1.0200000000e+03    -1.1043302553e+03    8.27        313.0 
357033   314268   161416   59       -1.0200000000e+03    -1.1043279775e+03    8.27        313.2 
357214   314416   161491   57       -1.0200000000e+03    -1.1043264443e+03    8.27        313.3 
357385   314564   161570   70       -1.0200000000e+03    -1.1043259840e+03    8.27        313.5 
357563   314710   161636   54       -1.0200000000e+03    -1.1043222507e+03    8.27        313.6 
357746   314854   161695   91       -1.0200000000e+03    -1.1043203129e+03    8.27        313.8 
357917   314999   161766   83       -1.0200000000e+03    -1.1043091601e+03    8.27        314.0 
358100   315146   161837   46       -1.0200000000e+03    -1.1043064788e+03    8.27        314.1 
358275   315293   161910   60       -1.0200000000e+03    -1.1042967224e+03    8.26        314.3 
358467   315446   161976   65       -1.0200000000e+03    -1.1042925075e+03    8.26        314.4 
358652   315596   162047   61       -1.0200000000e+03    -1.1042850023e+03    8.26        314.6 
358828   315742   162113   122      -1.0200000000e+03    -1.1042761336e+03    8.26        314.7 
359001   315889   162178   71       -1.0200000000e+03    -1.1042702304e+03    8.26        314.9 
359182   316028   162243   93       -1.0200000000e+03    -1.1042648083e+03    8.26        315.0 
359341   316170   162318   66       -1.0200000000e+03    -1.1042612375e+03    8.26        315.2 
359521   316317   162382   70       -1.0200000000e+03    -1.1042581973e+03    8.26        315.3 
359690   316461   162449   43       -1.0200000000e+03    -1.1042492869e+03    8.26        315.5 
359867   316607   162518   54       -1.0200000000e+03    -1.1042488939e+03    8.26        315.6 
360041   316753   162590   54       -1.0200000000e+03    -1.1042462565e+03    8.26        315.8 
360222   316904   162641   60       -1.0200000000e+03    -1.1042409727e+03    8.26        316.0 
360411   317052   162706   69       -1.0200000000e+03    -1.1042362750e+03    8.26        316.1 
360593   317200   162776   69       -1.0200000000e+03    -1.1042312395e+03    8.26        316.3 
360771   317348   162846   75       -1.0200000000e+03    -1.1042278347e+03    8.26        316.5 
360944   317494   162919   56       -1.0200000000e+03    -1.1042247825e+03    8.26        316.6 
361114   317638   162985   71       -1.0200000000e+03    -1.1042186534e+03    8.26        316.8 
